ID;lookupID;Name;Set;Type;Quantity;Raw Price;PSA 10 Price;Raw Total
2492;pokemon-go/melmetal-reverse-holo-46;Melmetal;[English] Pokemon Go;Reverse Holo;1;1.23;28.74;1.23
606;pokemon-go/melmetal-v-47;Melmetal V;[English] Pokemon Go;Normal;3;1.19;23.2;3.57
718;pokemon-go/melmetal-v-75;Melmetal V;[English] Pokemon Go;Normal;1;1.82;23.0;1.82
1541;pokemon-go/melmetal-vmax-48;Melmetal VMAX;[English] Pokemon Go;Normal;4;1.88;24.0;7.52
1940;pokemon-go/melmetal-vmax-80;Melmetal VMAX;[English] Pokemon Go;Normal;1;8.4;31.77;8.4
379;pokemon-go/meltan-45;Meltan;[English] Pokemon Go;Normal;23;0.86;27.32;19.78
2663;pokemon-go/meltan-reverse-holo-45;Meltan;[English] Pokemon Go;Reverse Holo;1;1.1;19.96;1.1
3259;pokemon-go/mewtwo-v-30;Mewtwo V;[English] Pokemon Go;Normal;1;3.08;74.0;3.08
3390;pokemon-go/mewtwo-v-72;Mewtwo V;[English] Pokemon Go;Normal;1;46.33;276.0;46.33
3495;pokemon-go/mewtwo-vstar-31;Mewtwo VSTAR;[English] Pokemon Go;Normal;1;3.7;40.0;3.7
2651;pokemon-go/mewtwo-vstar-86;Mewtwo VSTAR;[English] Pokemon Go;Normal;1;15.99;82.74;15.99
2271;pokemon-go/moltres-holo-12;Moltres;[English] Pokemon Go;Holo;5;1.0;28.8;5.0
2379;pokemon-go/moltres-reverse-holo-12;Moltres;[English] Pokemon Go;Reverse Holo;2;1.39;39.99;2.78
2370;pokemon-go/natu-32;Natu;[English] Pokemon Go;Normal;19;0.9;27.47;17.1
110;pokemon-go/natu-reverse-holo-32;Natu;[English] Pokemon Go;Reverse Holo;2;1.08;28.22;2.16
2138;pokemon-go/numel-13;Numel;[English] Pokemon Go;Normal;31;0.79;12.79;24.49
3232;pokemon-go/numel-reverse-holo-13;Numel;[English] Pokemon Go;Reverse Holo;3;2.1;69.16;6.3
1050;pokemon-go/onix-36;Onix;[English] Pokemon Go;Normal;31;0.82;12.79;25.42
2546;pokemon-go/onix-reverse-holo-36;Onix;[English] Pokemon Go;Reverse Holo;2;1.22;35.96;2.44
1581;pokemon-go/pidove-61;Pidove;[English] Pokemon Go;Normal;31;0.74;26.52;22.94
267;pokemon-go/pidove-reverse-holo-61;Pidove;[English] Pokemon Go;Reverse Holo;4;1.36;28.49;5.44
175;pokemon-go/pikachu-27;Pikachu;[English] Pokemon Go;Normal;26;1.22;43.02;31.72
2149;pokemon-go/pikachu-cosmos-holo-27;Pikachu [Cosmos Holo];[English] Pokemon Go;Holo;1;2.2;72.0;2.2
2324;pokemon-go/pikachu-holo-28;Pikachu;[English] Pokemon Go;Holo;6;2.46;50.54;14.76
1734;pokemon-go/pikachu-reverse-holo-27;Pikachu;[English] Pokemon Go;Reverse Holo;3;1.28;67.2;3.84
341;pokemon-go/pikachu-reverse-holo-28;Pikachu;[English] Pokemon Go;Reverse Holo;4;1.56;108.71;6.24
1300;pokemon-go/pokestop-68;Pokestop;[English] Pokemon Go;Normal;14;1.63;30.27;22.82
2866;pokemon-go/pokestop-reverse-holo-68;Pokestop;[English] Pokemon Go;Reverse Holo;2;1.55;30.06;3.1
2368;pokemon-go/professor's-research-professor-willow-78;Professor's Research: Professor Willow;[English] Pokemon Go;Normal;1;2.44;33.19;2.44
2420;pokemon-go/pupitar-38;Pupitar;[English] Pokemon Go;Normal;16;1.34;29.14;21.44
1466;pokemon-go/pupitar-reverse-holo-38;Pupitar;[English] Pokemon Go;Reverse Holo;1;1.3;28.82;1.3
483;pokemon-go/radiant-charizard-11;Radiant Charizard;[English] Pokemon Go;Normal;3;15.06;142.2;45.18
1459;pokemon-go/radiant-venusaur-4;Radiant Venusaur;[English] Pokemon Go;Normal;4;5.51;68.19;22.04
1583;pokemon-go/rare-candy-69;Rare Candy;[English] Pokemon Go;Normal;12;0.94;27.6;11.28
2728;pokemon-go/rare-candy-reverse-holo-69;Rare Candy;[English] Pokemon Go;Reverse Holo;2;1.23;28.82;2.46
27;pokemon-go/slaking-v-58;Slaking V;[English] Pokemon Go;Normal;4;1.22;23.99;4.88
2445;pokemon-go/slaking-v-77;Slaking V;[English] Pokemon Go;Normal;1;1.83;32.8;1.83
391;pokemon-go/slowbro-20;Slowbro;[English] Pokemon Go;Normal;19;0.97;12.79;18.43
2358;pokemon-go/slowbro-reverse-holo-20;Slowbro;[English] Pokemon Go;Reverse Holo;4;1.26;28.61;5.04
506;pokemon-go/slowpoke-19;Slowpoke;[English] Pokemon Go;Normal;15;0.85;27.2;12.75
1953;pokemon-go/slowpoke-reverse-holo-19;Slowpoke;[English] Pokemon Go;Reverse Holo;4;1.6;42.4;6.4
2088;pokemon-go/snorlax-cosmos-holo-55;Snorlax [Cosmos Holo];[English] Pokemon Go;Holo;1;2.74;80.0;2.74
1861;pokemon-go/snorlax-holo-55;Snorlax;[English] Pokemon Go;Holo;9;1.6;65.4;14.4
757;pokemon-go/snorlax-reverse-holo-55;Snorlax;[English] Pokemon Go;Reverse Holo;4;1.58;46.4;6.32
335;pokemon-go/solrock-39;Solrock;[English] Pokemon Go;Normal;21;0.79;27.05;16.59
1230;pokemon-go/solrock-reverse-holo-39;Solrock;[English] Pokemon Go;Reverse Holo;1;1.38;29.26;1.38
241;pokemon-go/spark-70;Spark;[English] Pokemon Go;Normal;19;1.21;28.58;22.99
2198;pokemon-go/spark-reverse-holo-70;Spark;[English] Pokemon Go;Reverse Holo;5;1.23;28.74;6.15
2092;pokemon-go/spinarak-6;Spinarak;[English] Pokemon Go;Normal;16;0.79;27.05;12.64
3073;pokemon-go/spinarak-reverse-holo-6;Spinarak;[English] Pokemon Go;Reverse Holo;2;6.8;111.99;13.6
311;pokemon-go/squirtle-15;Squirtle;[English] Pokemon Go;Normal;30;1.28;28.15;38.4
2869;pokemon-go/squirtle-reverse-holo-15;Squirtle;[English] Pokemon Go;Reverse Holo;4;1.56;60.0;6.24
3216;pokemon-go/steelix-44;Steelix;[English] Pokemon Go;Normal;16;0.9;15.0;14.4
1440;pokemon-go/steelix-reverse-holo-44;Steelix;[English] Pokemon Go;Reverse Holo;2;1.2;28.62;2.4
3076;pokemon-go/sylveon-holo-35;Sylveon;[English] Pokemon Go;Holo;3;1.51;38.77;4.53
1688;pokemon-go/sylveon-reverse-holo-35;Sylveon;[English] Pokemon Go;Reverse Holo;1;1.59;60.06;1.59
215;pokemon-go/tranquill-62;Tranquill;[English] Pokemon Go;Normal;26;0.96;27.66;24.96
3460;pokemon-go/tranquill-reverse-holo-62;Tranquill;[English] Pokemon Go;Reverse Holo;4;1.06;28.06;4.24
1723;pokemon-go/tyranitar-holo-43;Tyranitar;[English] Pokemon Go;Holo;8;1.42;86.33;11.36
2020;pokemon-go/tyranitar-reverse-holo-43;Tyranitar;[English] Pokemon Go;Reverse Holo;7;1.67;49.93;11.69
251;pokemon-go/unfezant-63;Unfezant;[English] Pokemon Go;Normal;18;1.22;28.67;21.96
2770;pokemon-go/unfezant-reverse-holo-63;Unfezant;[English] Pokemon Go;Reverse Holo;3;1.19;28.42;3.57
916;pokemon-go/venusaur-holo-3;Venusaur;[English] Pokemon Go;Holo;4;1.4;38.97;5.6
112;pokemon-go/venusaur-reverse-holo-3;Venusaur;[English] Pokemon Go;Reverse Holo;4;1.59;30.36;6.36
68;pokemon-go/wartortle-16;Wartortle;[English] Pokemon Go;Normal;9;1.06;24.55;9.54
727;pokemon-go/wartortle-reverse-holo-16;Wartortle;[English] Pokemon Go;Reverse Holo;2;1.6;28.79;3.2
984;pokemon-go/wimpod-25;Wimpod;[English] Pokemon Go;Normal;23;1.16;12.79;26.68
103;pokemon-go/wimpod-reverse-holo-25;Wimpod;[English] Pokemon Go;Reverse Holo;1;1.19;28.58;1.19
1478;pokemon-go/xatu-33;Xatu;[English] Pokemon Go;Normal;19;1.25;12.79;23.75
65;pokemon-go/xatu-reverse-holo-33;Xatu;[English] Pokemon Go;Reverse Holo;6;1.07;27.78;6.42
1341;pokemon-go/zapdos-holo-29;Zapdos;[English] Pokemon Go;Holo;9;1.19;68.19;10.71
3179;pokemon-go/zapdos-reverse-holo-29;Zapdos;[English] Pokemon Go;Reverse Holo;3;1.34;46.91;4.02
1265;pokemon-japanese-battle-master-terastal-charizard/boss's-orders-ghetsis-19;Boss's Orders: Ghetsis;[Japanese] Battle Master Terastal Charizard;Normal;1;1.59;0.0;1.59
1501;pokemon-japanese-black-bolt/air-balloon-82;Air Balloon;[Japanese] Black Bolt;Normal;1;2.06;33.97;2.06
2877;pokemon-japanese-black-bolt/alomomola-27;Alomomola;[Japanese] Black Bolt;Normal;2;0.8;0.0;1.6
1658;pokemon-japanese-black-bolt/amoonguss-11;Amoonguss;[Japanese] Black Bolt;Normal;2;1.23;29.9;2.46
338;pokemon-japanese-black-bolt/antique-cover-fossil-80;Antique Cover Fossil;[Japanese] Black Bolt;Normal;2;1.12;29.4;2.24
1542;pokemon-japanese-black-bolt/audino-76;Audino;[Japanese] Black Bolt;Normal;2;1.39;30.7;2.78
303;pokemon-japanese-black-bolt/axew-70;Axew;[Japanese] Black Bolt;Normal;2;1.48;29.78;2.96
3339;pokemon-japanese-black-bolt/beartic-29;Beartic;[Japanese] Black Bolt;Normal;1;1.1;29.2;1.1
3247;pokemon-japanese-black-bolt/beheeyem-44;Beheeyem;[Japanese] Black Bolt;Normal;2;1.46;30.9;2.92
269;pokemon-japanese-black-bolt/bisharp-67;Bisharp;[Japanese] Black Bolt;Normal;2;1.32;30.37;2.64
487;pokemon-japanese-black-bolt/carracosta-26;Carracosta;[Japanese] Black Bolt;Normal;2;1.04;29.01;2.08
197;pokemon-japanese-black-bolt/chandelure-17;Chandelure;[Japanese] Black Bolt;Normal;2;1.2;29.78;2.4
1745;pokemon-japanese-black-bolt/cinccino-78;Cinccino;[Japanese] Black Bolt;Normal;2;1.25;30.02;2.5
2904;pokemon-japanese-black-bolt/cobalion-68;Cobalion;[Japanese] Black Bolt;Normal;2;1.6;28.47;3.2
3436;pokemon-japanese-black-bolt/conkeldurr-52;Conkeldurr;[Japanese] Black Bolt;Normal;2;1.43;30.91;2.86
3163;pokemon-japanese-black-bolt/crustle-55;Crustle;[Japanese] Black Bolt;Normal;1;1.2;29.78;1.2
1031;pokemon-japanese-black-bolt/cryogonal-30;Cryogonal;[Japanese] Black Bolt;Normal;2;1.2;29.78;2.4
2411;pokemon-japanese-black-bolt/cubchoo-28;Cubchoo;[Japanese] Black Bolt;Normal;1;1.66;30.28;1.66
2261;pokemon-japanese-black-bolt/darmanitan-14;Darmanitan;[Japanese] Black Bolt;Normal;1;1.43;30.91;1.43
1815;pokemon-japanese-black-bolt/darumaka-13;Darumaka;[Japanese] Black Bolt;Normal;1;1.43;30.9;1.43
2227;pokemon-japanese-black-bolt/drilbur-48;Drilbur;[Japanese] Black Bolt;Normal;2;1.2;29.78;2.4
3512;pokemon-japanese-black-bolt/duosion-41;Duosion;[Japanese] Black Bolt;Normal;1;1.51;31.29;1.51
3002;pokemon-japanese-black-bolt/duosion-poke-ball-41;Duosion [Poke Ball];[Japanese] Black Bolt;Normal;1;1.52;31.33;1.52
692;pokemon-japanese-black-bolt/dwebble-54;Dwebble;[Japanese] Black Bolt;Normal;1;3.96;42.42;3.96
162;pokemon-japanese-black-bolt/eelektrik-118;Eelektrik;[Japanese] Black Bolt;Normal;1;4.06;24.8;4.06
2905;pokemon-japanese-black-bolt/eelektrik-34;Eelektrik;[Japanese] Black Bolt;Normal;1;2.8;37.5;2.8
488;pokemon-japanese-black-bolt/eelektross-35;Eelektross;[Japanese] Black Bolt;Normal;1;1.43;0.0;1.43
275;pokemon-japanese-black-bolt/elgyem-43;Elgyem;[Japanese] Black Bolt;Normal;2;1.32;30.36;2.64
3379;pokemon-japanese-black-bolt/elgyem-poke-ball-43;Elgyem [Poke Ball];[Japanese] Black Bolt;Normal;1;0.4;0.0;0.4
76;pokemon-japanese-black-bolt/emolga-32;Emolga;[Japanese] Black Bolt;Normal;1;1.31;29.9;1.31
1065;pokemon-japanese-black-bolt/energy-coin-79;Energy Coin;[Japanese] Black Bolt;Normal;1;0.97;28.67;0.97
1029;pokemon-japanese-black-bolt/escavalier-65;Escavalier;[Japanese] Black Bolt;Normal;1;1.2;29.78;1.2
1829;pokemon-japanese-black-bolt/excadrill-ex-163;Excadrill Ex;[Japanese] Black Bolt;Normal;1;2.78;35.87;2.78
1471;pokemon-japanese-black-bolt/excadrill-ex-49;Excadrill ex;[Japanese] Black Bolt;Normal;1;1.29;30.74;1.29
2026;pokemon-japanese-black-bolt/fennel-85;Fennel;[Japanese] Black Bolt;Normal;1;1.22;29.9;1.22
1843;pokemon-japanese-black-bolt/foongus-10;Foongus;[Japanese] Black Bolt;Normal;1;1.38;30.67;1.38
3242;pokemon-japanese-black-bolt/fraxure-71;Fraxure;[Japanese] Black Bolt;Normal;1;1.2;29.79;1.2
2016;pokemon-japanese-black-bolt/genesect-ex-69;Genesect ex;[Japanese] Black Bolt;Normal;1;1.1;30.01;1.1
1136;pokemon-japanese-black-bolt/golett-45;Golett;[Japanese] Black Bolt;Normal;2;1.35;30.52;2.7
2931;pokemon-japanese-black-bolt/golurk-46;Golurk;[Japanese] Black Bolt;Normal;1;1.44;30.9;1.44
2402;pokemon-japanese-black-bolt/gurdurr-51;Gurdurr;[Japanese] Black Bolt;Normal;1;0.4;0.0;0.4
2465;pokemon-japanese-black-bolt/haxorus-poke-ball-72;Haxorus [Poke Ball];[Japanese] Black Bolt;Normal;1;1.17;29.62;1.17
78;pokemon-japanese-black-bolt/karrablast-9;Karrablast;[Japanese] Black Bolt;Normal;2;1.2;29.78;2.4
3664;pokemon-japanese-black-bolt/krokorok-61;Krokorok;[Japanese] Black Bolt;Normal;1;1.17;29.63;1.17
2155;pokemon-japanese-black-bolt/krookodile-62;Krookodile;[Japanese] Black Bolt;Normal;1;1.38;30.62;1.38
79;pokemon-japanese-black-bolt/kyurem-ex-31;Kyurem ex;[Japanese] Black Bolt;Normal;1;1.16;11.78;1.16
3001;pokemon-japanese-black-bolt/lampent-16;Lampent;[Japanese] Black Bolt;Normal;1;1.34;30.48;1.34
1150;pokemon-japanese-black-bolt/landorus-56;Landorus;[Japanese] Black Bolt;Normal;1;1.1;29.21;1.1
629;pokemon-japanese-black-bolt/larvesta-18;Larvesta;[Japanese] Black Bolt;Normal;1;1.46;29.78;1.46
1717;pokemon-japanese-black-bolt/lilligant-7;Lilligant;[Japanese] Black Bolt;Normal;1;1.2;29.79;1.2
1239;pokemon-japanese-black-bolt/litwick-15;Litwick;[Japanese] Black Bolt;Normal;2;1.24;31.13;2.48
2363;pokemon-japanese-black-bolt/mandibuzz-145;Mandibuzz;[Japanese] Black Bolt;Normal;1;3.79;12.8;3.79
1441;pokemon-japanese-black-bolt/mandibuzz-64;Mandibuzz;[Japanese] Black Bolt;Normal;2;1.2;29.79;2.4
1337;pokemon-japanese-black-bolt/maractus-8;Maractus;[Japanese] Black Bolt;Normal;3;1.42;30.88;4.26
1142;pokemon-japanese-black-bolt/maractus-poke-ball-8;Maractus [Poke Ball];[Japanese] Black Bolt;Normal;1;1.29;31.13;1.29
2677;pokemon-japanese-black-bolt/minccino-157;Minccino;[Japanese] Black Bolt;Normal;1;4.43;45.12;4.43
225;pokemon-japanese-black-bolt/minccino-77;Minccino;[Japanese] Black Bolt;Normal;2;1.24;29.98;2.48
2305;pokemon-japanese-black-bolt/munna-38;Munna;[Japanese] Black Bolt;Normal;1;1.2;29.78;1.2
527;pokemon-japanese-black-bolt/musharna-39;Musharna;[Japanese] Black Bolt;Normal;2;1.09;29.32;2.18
2152;pokemon-japanese-black-bolt/n's-plot-83;N's Plot;[Japanese] Black Bolt;Normal;1;1.2;29.78;1.2
1190;pokemon-japanese-black-bolt/palpitoad-23;Palpitoad;[Japanese] Black Bolt;Normal;2;1.44;30.94;2.88
2086;pokemon-japanese-black-bolt/panpour-20;Panpour;[Japanese] Black Bolt;Normal;2;1.61;31.68;3.22
1214;pokemon-japanese-black-bolt/pansage-4;Pansage;[Japanese] Black Bolt;Normal;2;1.32;30.36;2.64
2224;pokemon-japanese-black-bolt/pawniard-66;Pawniard;[Japanese] Black Bolt;Normal;2;1.42;30.82;2.84
499;pokemon-japanese-black-bolt/petilil-6;Petilil;[Japanese] Black Bolt;Normal;1;0.79;27.82;0.79
37;pokemon-japanese-black-bolt/pidove-73;Pidove;[Japanese] Black Bolt;Normal;2;1.59;31.68;3.18
2504;pokemon-japanese-black-bolt/pokegear-30-81;Pokegear 3.0;[Japanese] Black Bolt;Normal;1;1.41;30.79;1.41
2296;pokemon-japanese-black-bolt/prism-energy-86;Prism Energy;[Japanese] Black Bolt;Normal;1;1.92;34.45;1.92
1613;pokemon-japanese-black-bolt/prism-energy-poke-ball-86;Prism Energy [Poke Ball];[Japanese] Black Bolt;Normal;1;2.01;33.69;2.01
3693;pokemon-japanese-black-bolt/professor's-research-professor-juniper-84;Professor's Research: Professor Juniper;[Japanese] Black Bolt;Normal;1;1.73;0.0;1.73
2947;pokemon-japanese-black-bolt/sandile-60;Sandile;[Japanese] Black Bolt;Normal;1;0.8;0.0;0.8
1409;pokemon-japanese-black-bolt/scolipede-59;Scolipede;[Japanese] Black Bolt;Normal;2;1.35;30.51;2.7
1205;pokemon-japanese-black-bolt/seismitoad-24;Seismitoad;[Japanese] Black Bolt;Normal;1;1.5;31.22;1.5
2693;pokemon-japanese-black-bolt/serperior-ex-3;Serperior ex;[Japanese] Black Bolt;Normal;1;1.66;31.98;1.66
38;pokemon-japanese-black-bolt/servine-2;Servine;[Japanese] Black Bolt;Normal;2;1.24;29.98;2.48
507;pokemon-japanese-black-bolt/simipour-21;Simipour;[Japanese] Black Bolt;Normal;1;1.19;0.0;1.19
2969;pokemon-japanese-black-bolt/simisage-5;Simisage;[Japanese] Black Bolt;Normal;1;1.43;30.9;1.43
3328;pokemon-japanese-black-bolt/snivy-1;Snivy;[Japanese] Black Bolt;Normal;2;1.2;36.09;2.4
504;pokemon-japanese-black-bolt/snivy-87;Snivy;[Japanese] Black Bolt;Normal;1;7.36;40.0;7.36
474;pokemon-japanese-black-bolt/solosis-40;Solosis;[Japanese] Black Bolt;Normal;1;7.52;0.0;7.52
339;pokemon-japanese-black-bolt/solosis-poke-ball-40;Solosis [Poke Ball];[Japanese] Black Bolt;Normal;1;1.3;30.91;1.3
400;pokemon-japanese-black-bolt/throh-53;Throh;[Japanese] Black Bolt;Normal;1;1.2;0.0;1.2
562;pokemon-japanese-black-bolt/thundurus-36;Thundurus;[Japanese] Black Bolt;Normal;1;1.44;29.82;1.44
1619;pokemon-japanese-black-bolt/timburr-50;Timburr;[Japanese] Black Bolt;Normal;1;1.7;0.0;1.7
2570;pokemon-japanese-black-bolt/tirtouga-25;Tirtouga;[Japanese] Black Bolt;Normal;1;1.32;30.38;1.32
2879;pokemon-japanese-black-bolt/tranquill-74;Tranquill;[Japanese] Black Bolt;Normal;1;0.84;28.05;0.84
2839;pokemon-japanese-black-bolt/tympole-22;Tympole;[Japanese] Black Bolt;Normal;1;2.28;34.98;2.28
505;pokemon-japanese-black-bolt/tynamo-33;Tynamo;[Japanese] Black Bolt;Normal;2;1.6;31.7;3.2
185;pokemon-japanese-black-bolt/unfezant-75;Unfezant;[Japanese] Black Bolt;Normal;1;1.2;0.0;1.2
1969;pokemon-japanese-black-bolt/venipede-57;Venipede;[Japanese] Black Bolt;Normal;2;1.35;30.64;2.7
3648;pokemon-japanese-black-bolt/victini-12;Victini;[Japanese] Black Bolt;Normal;1;1.18;29.67;1.18
435;pokemon-japanese-black-bolt/volcarona-19;Volcarona;[Japanese] Black Bolt;Normal;2;1.38;30.74;2.76
382;pokemon-japanese-black-bolt/volcarona-poke-ball-19;Volcarona [Poke Ball];[Japanese] Black Bolt;Normal;1;1.34;30.43;1.34
1128;pokemon-japanese-black-bolt/vullaby-63;Vullaby;[Japanese] Black Bolt;Normal;2;1.2;29.79;2.4
2391;pokemon-japanese-black-bolt/vullaby-poke-ball-63;Vullaby [Poke Ball];[Japanese] Black Bolt;Normal;1;1.2;0.0;1.2
2304;pokemon-japanese-black-bolt/whirlipede-58;Whirlipede;[Japanese] Black Bolt;Normal;2;1.41;30.94;2.82
360;pokemon-japanese-black-bolt/zekrom-ex-174;Zekrom ex;[Japanese] Black Bolt;Normal;1;204.39;376.4;204.39
1071;pokemon-japanese-gx-ultra-shiny/type-null-110;Type: Null;[Japanese] Gx Ultra Shiny;Normal;1;1.9;0.0;1.9
1167;pokemon-japanese-mega-brave/air-balloon-84;Air Balloon;[Japanese] Mega Brave;Normal;2;2.26;35.34;4.52
447;pokemon-japanese-mega-brave/bulbasaur-1;Bulbasaur;[Japanese] Mega Brave;Normal;13;1.2;29.96;15.6
923;pokemon-japanese-mega-brave/celebi-6;Celebi;[Japanese] Mega Brave;Normal;10;1.19;29.85;11.9
888;pokemon-japanese-mega-brave/cinderace-17;Cinderace;[Japanese] Mega Brave;Normal;4;1.0;29.02;4.0
708;pokemon-japanese-mega-brave/corphish-18;Corphish;[Japanese] Mega Brave;Normal;14;0.4;0.0;5.6
941;pokemon-japanese-mega-brave/crawdaunt-37;Crawdaunt;[Japanese] Mega Brave;Normal;6;0.8;28.91;4.8
526;pokemon-japanese-mega-brave/croagunk-30;Croagunk;[Japanese] Mega Brave;Normal;15;1.0;0.0;15.0
2780;pokemon-japanese-mega-brave/dangerous-ruins-63;Dangerous Ruins;[Japanese] Mega Brave;Normal;5;1.73;0.0;8.65
390;pokemon-japanese-mega-brave/dialga-47;Dialga;[Japanese] Mega Brave;Normal;4;1.27;30.24;5.08
64;pokemon-japanese-mega-brave/exeggcute-4;Exeggcute;[Japanese] Mega Brave;Normal;14;0.88;0.0;12.32
2;pokemon-japanese-mega-brave/exeggutor-5;Exeggutor;[Japanese] Mega Brave;Normal;10;0.88;29.1;8.8
317;pokemon-japanese-mega-brave/exeggutor-66;Exeggutor;[Japanese] Mega Brave;Normal;1;2.6;36.64;2.6
451;pokemon-japanese-mega-brave/fearow-53;Fearow;[Japanese] Mega Brave;Normal;11;1.2;29.9;13.2
28;pokemon-japanese-mega-brave/fight-gong-59;Fight Gong;[Japanese] Mega Brave;Normal;10;0.97;29.78;9.7
163;pokemon-japanese-mega-brave/fight-gong-82;Fight Gong;[Japanese] Mega Brave;Normal;1;1.27;30.87;1.27
177;pokemon-japanese-mega-brave/garganacl-36;Garganacl;[Japanese] Mega Brave;Normal;11;0.4;0.0;4.4
41;pokemon-japanese-mega-brave/gholdengo-51;Gholdengo;[Japanese] Mega Brave;Normal;8;1.02;0.0;8.16
554;pokemon-japanese-mega-brave/gimmighoul-19;Gimmighoul;[Japanese] Mega Brave;Normal;15;0.4;0.0;6.0
376;pokemon-japanese-mega-brave/grafaiai-44;Grafaiai;[Japanese] Mega Brave;Normal;11;0.79;0.0;8.69
313;pokemon-japanese-mega-brave/gumshoos-56;Gumshoos;[Japanese] Mega Brave;Normal;8;1.2;0.0;9.6
696;pokemon-japanese-mega-brave/gumshoos-75;Gumshoos;[Japanese] Mega Brave;Normal;1;2.39;35.18;2.39
410;pokemon-japanese-mega-brave/hariyama-25;Hariyama;[Japanese] Mega Brave;Normal;4;1.22;30.01;4.88
89;pokemon-japanese-mega-brave/iron-x-defense-57;Iron X Defense;[Japanese] Mega Brave;Normal;8;0.8;0.0;6.4
62;pokemon-japanese-mega-brave/ivysaur-2;Ivysaur;[Japanese] Mega Brave;Normal;11;1.1;29.38;12.1
2476;pokemon-japanese-mega-brave/ivysaur-65;Ivysaur;[Japanese] Mega Brave;Normal;1;6.71;80.68;6.71
314;pokemon-japanese-mega-brave/lillie's-determination-62;Lillie's Determination;[Japanese] Mega Brave;Normal;11;2.4;35.78;26.4
107;pokemon-japanese-mega-brave/lillie's-determination-86;Lillie's Determination;[Japanese] Mega Brave;Normal;4;38.17;300.0;152.68
211;pokemon-japanese-mega-brave/lt-surge's-deal-61;Lt. Surge's Deal;[Japanese] Mega Brave;Normal;9;1.12;29.5;10.08
1603;pokemon-japanese-mega-brave/lt-surge's-deal-85;Lt. Surge's Deal;[Japanese] Mega Brave;Normal;1;3.12;37.7;3.12
806;pokemon-japanese-mega-brave/lunatone-26;Lunatone;[Japanese] Mega Brave;Normal;3;1.54;31.22;4.62
236;pokemon-japanese-mega-brave/makuhita-24;Makuhita;[Japanese] Mega Brave;Normal;17;1.35;0.0;22.95
749;pokemon-japanese-mega-brave/marshadow-32;Marshadow;[Japanese] Mega Brave;Normal;11;1.06;29.1;11.66
3292;pokemon-japanese-mega-brave/marshadow-69;Marshadow;[Japanese] Mega Brave;Normal;1;5.42;79.7;5.42
951;pokemon-japanese-mega-brave/mega-absol-ex-38;Mega Absol ex;[Japanese] Mega Brave;Normal;4;1.84;31.93;7.36
1486;pokemon-japanese-mega-brave/mega-camerupt-ex-13;Mega Camerupt ex;[Japanese] Mega Brave;Normal;3;1.38;30.83;4.14
3096;pokemon-japanese-mega-brave/mega-camerupt-ex-77;Mega Camerupt Ex;[Japanese] Mega Brave;Normal;1;3.99;28.0;3.99
1079;pokemon-japanese-mega-brave/mega-lucario-ex-29;Mega Lucario ex;[Japanese] Mega Brave;Normal;3;1.75;33.3;5.25
1078;pokemon-japanese-mega-brave/mega-lucario-ex-92;Mega Lucario Ex;[Japanese] Mega Brave;Normal;1;303.98;511.2;303.98
1461;pokemon-japanese-mega-brave/mega-mawile-ex-46;Mega Mawile ex;[Japanese] Mega Brave;Normal;5;1.34;30.32;6.7
1311;pokemon-japanese-mega-brave/mega-venusaur-ex-3;Mega Venusaur ex;[Japanese] Mega Brave;Normal;2;1.81;39.2;3.62
1641;pokemon-japanese-mega-brave/mega-venusaur-ex-76;Mega Venusaur Ex;[Japanese] Mega Brave;Normal;2;9.4;68.88;18.8
422;pokemon-japanese-mega-brave/miltank-54;Miltank;[Japanese] Mega Brave;Normal;13;0.79;0.0;10.27
120;pokemon-japanese-mega-brave/nacli-34;Nacli;[Japanese] Mega Brave;Normal;13;1.0;28.91;13.0
96;pokemon-japanese-mega-brave/naclstack-35;Naclstack;[Japanese] Mega Brave;Normal;9;0.8;0.0;7.2
270;pokemon-japanese-mega-brave/nickit-41;Nickit;[Japanese] Mega Brave;Normal;14;1.0;28.91;14.0
799;pokemon-japanese-mega-brave/night-stretcher-83;Night Stretcher;[Japanese] Mega Brave;Normal;2;2.11;37.38;4.22
533;pokemon-japanese-mega-brave/ninetales-11;Ninetales;[Japanese] Mega Brave;Normal;6;1.19;29.85;7.14
344;pokemon-japanese-mega-brave/numel-12;Numel;[Japanese] Mega Brave;Normal;13;0.79;0.0;10.27
660;pokemon-japanese-mega-brave/nuzleaf-8;Nuzleaf;[Japanese] Mega Brave;Normal;12;1.0;28.91;12.0
81;pokemon-japanese-mega-brave/onix-22;Onix;[Japanese] Mega Brave;Normal;13;1.19;0.0;15.47
260;pokemon-japanese-mega-brave/premium-power-pro-58;Premium Power Pro;[Japanese] Mega Brave;Normal;12;0.89;28.36;10.68
2424;pokemon-japanese-mega-brave/premium-power-pro-81;Premium Power Pro;[Japanese] Mega Brave;Normal;1;2.18;36.16;2.18
1414;pokemon-japanese-mega-brave/raboot-16;Raboot;[Japanese] Mega Brave;Normal;9;0.79;0.0;7.11
252;pokemon-japanese-mega-brave/repel-60;Repel;[Japanese] Mega Brave;Normal;8;1.2;0.0;9.6
178;pokemon-japanese-mega-brave/riolu-28;Riolu;[Japanese] Mega Brave;Normal;13;1.07;29.06;13.91
1502;pokemon-japanese-mega-brave/riolu-68;Riolu;[Japanese] Mega Brave;Normal;1;5.2;88.2;5.2
